Province,Date,Infected,Recovered,Deceased 
Northwest Territories,March 2,0,0,0
Northwest Territories,March 3,0,0,0
Northwest Territories,March 4,0,0,0
Northwest Territories,March 5,0,0,0
Northwest Territories,March 6,0,0,0
Northwest Territories,March 7,0,0,0
Northwest Territories,March 8,0,0,0
Northwest Territories,March 9,0,0,0
Northwest Territories,March 10,0,0,0
Northwest Territories,March 11,0,0,0
Northwest Territories,March 12,0,0,0
Northwest Territories,March 13,0,0,0
Northwest Territories,March 14,0,0,0
Northwest Territories,March 15,0,0,0
Northwest Territories,March 16,0,0,0
Northwest Territories,March 17,0,0,0
Northwest Territories,March 18,0,0,0
Northwest Territories,March 19,0,0,0
Northwest Territories,March 20,0,0,0
Northwest Territories,March 21,1,0,0
Northwest Territories,March 22,0,0,0
Northwest Territories,March 23,0,0,0
Northwest Territories,March 24,0,0,0
Northwest Territories,March 25,0,0,0
Northwest Territories,March 26,0,0,0
Northwest Territories,March 27,0,0,0
Northwest Territories,March 28,0,0,0
Northwest Territories,March 29,0,0,0
Northwest Territories,March 30,0,0,0
Northwest Territories,March 31,0,0,0
Northwest Territories,April 1,1,0,0
Northwest Territories,April 2,2,0,0
Northwest Territories,April 3,0,1,0
Nunavut,January 25,0,0,0
Nunavut,January 26,0,0,0
Nunavut,January 27,0,0,0
Nunavut,January 28,0,0,0
Nunavut,January 29,0,0,0
Nunavut,January 30,0,0,0
Nunavut,January 31,0,0,0
Nunavut,February 1,0,0,0
Nunavut,February 2,0,0,0
Nunavut,February 3,0,0,0
Nunavut,February 4,0,0,0
Nunavut,February 5,0,0,0
Nunavut,February 6,0,0,0
Nunavut,February 7,0,0,0
Nunavut,February 8,0,0,0
Nunavut,February 9,0,0,0
Nunavut,February 10,0,0,0
Nunavut,February 11,0,0,0
Nunavut,February 12,0,0,0
Nunavut,February 13,0,0,0
Nunavut,February 14,0,0,0
Nunavut,February 15,0,0,0
Nunavut,February 16,0,0,0
Nunavut,February 17,0,0,0
Nunavut,February 18,0,0,0
Nunavut,February 19,0,0,0
Nunavut,February 20,0,0,0
Nunavut,February 21,0,0,0
Nunavut,February 22,0,0,0
Nunavut,February 23,0,0,0
Nunavut,February 24,0,0,0
Nunavut,February 25,0,0,0
Nunavut,February 26,0,0,0
Nunavut,February 27,0,0,0
Nunavut,February 28,0,0,0
Nunavut,February 29,0,0,0
Nunavut,March 1,0,0,0
Nunavut,March 2,0,0,0
Nunavut,March 3,0,0,0
Nunavut,March 4,0,0,0
Nunavut,March 5,0,0,0
Nunavut,March 6,0,0,0
Nunavut,March 7,0,0,0
Nunavut,March 8,0,0,0
Nunavut,March 9,0,0,0
Nunavut,March 10,0,0,0
Nunavut,March 11,0,0,0
Nunavut,March 12,0,0,0
Nunavut,March 13,0,0,0
Nunavut,March 14,0,0,0
Nunavut,March 15,0,0,0
Nunavut,March 16,0,0,0
Nunavut,March 17,0,0,0
Nunavut,March 18,0,0,0
Nunavut,March 19,0,0,0
Nunavut,March 20,0,0,0
Nunavut,March 21,0,0,0
Nunavut,March 22,0,0,0
Nunavut,March 23,0,0,0
Nunavut,March 24,0,0,0
Nunavut,March 25,0,0,0
Nunavut,March 26,0,0,0
Nunavut,March 27,0,0,0
Nunavut,March 28,0,0,0
Nunavut,March 29,0,0,0
Nunavut,March 30,0,0,0
Nunavut,March 31,0,0,0
Nunavut,April 1,0,0,0
